Architecture,Uses_SAM,Model_Full_Name,Seed,Dice_NCR,Dice_ED,Dice_ET,HD95_NCR,HD95_ED,HD95_ET
UNet,No,UNet,42,0.85,0.78,0.82,2.1,3.5,1.8
